table,domain,remediation_batch_order,batch_priority,table_priority,data_category,default_sensitivity,recommended_visibility,public_or_anon_exception_default,policy_exception_status,owner_model_to_confirm,owner_to_assign,approval_status,first_fix_batch_candidate,finding_count,p1_finding_count,issue_types,operations,recommended_policy_direction,required_persona_tests,owner_questions,source_locations
retrieval_entity_links,retrieval_and_evidence,4,P1,P1,retrieval_query_and_source_context,high,owner_analysis_service_role_only_with_published_citation_exceptions,only_if_published_citation,pending_public_exception_review,"analysis owner, source publication status, or service role",TBD,pending_owner_classification,false,2,2,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,Separate public citation reads from private retrieval logs; route anonymous evidence writes through edge functions with rate limits and provenance metadata.,anon_denied_private_rows|unrelated_authenticated_denied|owner_allowed|published_citation_allowed_if_classified|service_role_allowed,Which rows are private retrieval logs versus public citations?|What publication flag makes a source safe to expose?|Which intake paths require anonymous writes behind an edge function?,supabase/migrations/20260501000100_ml_phase1_phase2_foundation.sql:215
retrieval_provider_runs,retrieval_and_evidence,4,P1,P1,retrieval_query_and_source_context,high,owner_analysis_service_role_only_with_published_citation_exceptions,only_if_published_citation,pending_public_exception_review,"analysis owner, source publication status, or service role",TBD,pending_owner_classification,false,2,2,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,Separate public citation reads from private retrieval logs; route anonymous evidence writes through edge functions with rate limits and provenance metadata.,anon_denied_private_rows|unrelated_authenticated_denied|owner_allowed|published_citation_allowed_if_classified|service_role_allowed,Which rows are private retrieval logs versus public citations?|What publication flag makes a source safe to expose?|Which intake paths require anonymous writes behind an edge function?,supabase/migrations/20260502000200_retrieval_provider_recovery.sql:37
evidence_citations,retrieval_and_evidence,4,P1,P1,retrieval_query_and_source_context,high,owner_analysis_service_role_only_with_published_citation_exceptions,only_if_published_citation,pending_public_exception_review,"analysis owner, source publication status, or service role",TBD,pending_owner_classification,false,3,1,anonymous_write_check|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,Separate public citation reads from private retrieval logs; route anonymous evidence writes through edge functions with rate limits and provenance metadata.,anon_denied_private_rows|unrelated_authenticated_denied|owner_allowed|published_citation_allowed_if_classified|service_role_allowed,Which rows are private retrieval logs versus public citations?|What publication flag makes a source safe to expose?|Which intake paths require anonymous writes behind an edge function?,supabase/migrations/20250102184612_0008_evidence_collective.sql:130|supabase/migrations/20250102184612_0008_evidence_collective.sql:155
evidence_sources,retrieval_and_evidence,4,P1,P1,retrieval_query_and_source_context,high,owner_analysis_service_role_only_with_published_citation_exceptions,only_if_published_citation,pending_public_exception_review,"analysis owner, source publication status, or service role",TBD,pending_owner_classification,false,3,1,anonymous_write_check|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,Separate public citation reads from private retrieval logs; route anonymous evidence writes through edge functions with rate limits and provenance metadata.,anon_denied_private_rows|unrelated_authenticated_denied|owner_allowed|published_citation_allowed_if_classified|service_role_allowed,Which rows are private retrieval logs versus public citations?|What publication flag makes a source safe to expose?|Which intake paths require anonymous writes behind an edge function?,supabase/migrations/20250102184612_0008_evidence_collective.sql:127|supabase/migrations/20250102184612_0008_evidence_collective.sql:154
analysis_runs,identity_and_review,5,P1,P1,authenticated_user_or_review_data,high,owner_reviewer_service_role_only,no,not_allowed_by_default,"user_id, created_by, reviewer assignment, or service role",TBD,pending_owner_classification,true,7,6,anonymous_write_check|policy_grants_to_public_role|sensitive_table_read_without_identity_predicate|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,"Require authenticated owner, reviewer, or service-role access; remove unconditional public reads and anonymous writes except through audited edge functions.",anon_denied|unrelated_authenticated_denied|owner_allowed|reviewer_allowed|service_role_allowed,Which user or reviewer owns each row?|Should any review metadata be published after redaction?|Which edge functions need service-role write access?,supabase/migrations/20250304_0001_create_users_table.sql:54|supabase/migrations/20250826_0001_init.sql:43|supabase/migrations/20250902184556_0002_write_policies.sql:9|supabase/migrations/20250902184557_0003_mvp_anon_insert.sql:10
human_reviews,identity_and_review,5,P1,P1,authenticated_user_or_review_data,high,owner_reviewer_service_role_only,no,not_allowed_by_default,"user_id, created_by, reviewer assignment, or service role",TBD,pending_owner_classification,true,4,4,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,"Require authenticated owner, reviewer, or service-role access; remove unconditional public reads and anonymous writes except through audited edge functions.",anon_denied|unrelated_authenticated_denied|owner_allowed|reviewer_allowed|service_role_allowed,Which user or reviewer owns each row?|Should any review metadata be published after redaction?|Which edge functions need service-role write access?,supabase/migrations/20250304_0001_create_users_table.sql:62|supabase/migrations/20250904_0010_extend_analysis_runs_for_audience.sql:99
users,identity_and_review,5,P1,P1,authenticated_user_or_review_data,high,owner_reviewer_service_role_only,no,not_allowed_by_default,"user_id, created_by, reviewer assignment, or service role",TBD,pending_owner_classification,true,4,4,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,"Require authenticated owner, reviewer, or service-role access; remove unconditional public reads and anonymous writes except through audited edge functions.",anon_denied|unrelated_authenticated_denied|owner_allowed|reviewer_allowed|service_role_allowed,Which user or reviewer owns each row?|Should any review metadata be published after redaction?|Which edge functions need service-role write access?,supabase/migrations/20250304_0001_create_users_table.sql:58|supabase/migrations/20250904_0010_extend_analysis_runs_for_audience.sql:105
asset_storage,identity_and_review,5,P1,P1,authenticated_user_or_review_data,high,owner_reviewer_service_role_only,no,not_allowed_by_default,"user_id, created_by, reviewer assignment, or service role",TBD,pending_owner_classification,true,2,2,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,"Require authenticated owner, reviewer, or service-role access; remove unconditional public reads and anonymous writes except through audited edge functions.",anon_denied|unrelated_authenticated_denied|owner_allowed|reviewer_allowed|service_role_allowed,Which user or reviewer owns each row?|Should any review metadata be published after redaction?|Which edge functions need service-role write access?,supabase/migrations/20250904_0010_extend_analysis_runs_for_audience.sql:102
schema_failures,identity_and_review,5,P1,P1,authenticated_user_or_review_data,high,owner_reviewer_service_role_only,no,not_allowed_by_default,"user_id, created_by, reviewer assignment, or service role",TBD,pending_owner_classification,true,2,2,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,"Require authenticated owner, reviewer, or service-role access; remove unconditional public reads and anonymous writes except through audited edge functions.",anon_denied|unrelated_authenticated_denied|owner_allowed|reviewer_allowed|service_role_allowed,Which user or reviewer owns each row?|Should any review metadata be published after redaction?|Which edge functions need service-role write access?,supabase/migrations/20250904_0010_extend_analysis_runs_for_audience.sql:128
classroom_assignments,classroom,6,P1,P1,education_classroom_data,high,teacher_student_membership_service_role_only,no,not_allowed_by_default,"classroom membership, teacher role, student owner, or service role",TBD,pending_owner_classification,false,4,1,sensitive_table_read_without_identity_predicate|write_without_obvious_identity_predicate,DELETE|INSERT|SELECT|UPDATE,Restrict access by classroom membership and teacher role; prove non-members cannot read or write classroom artifacts.,anon_denied|non_member_denied|student_or_teacher_allowed|teacher_admin_allowed|service_role_allowed,Which actor can see student submissions?|Which teacher/admin role can manage the classroom?|Are any course catalog rows separate from student data?,supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:149|supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:153|supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:158|supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:164
classroom_activity,classroom,6,P1,P1,education_classroom_data,high,teacher_student_membership_service_role_only,no,not_allowed_by_default,"classroom membership, teacher role, student owner, or service role",TBD,pending_owner_classification,false,1,1,sensitive_table_read_without_identity_predicate,SELECT,Restrict access by classroom membership and teacher role; prove non-members cannot read or write classroom artifacts.,anon_denied|non_member_denied|student_or_teacher_allowed|teacher_admin_allowed|service_role_allowed,Which actor can see student submissions?|Which teacher/admin role can manage the classroom?|Are any course catalog rows separate from student data?,supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:197
classrooms,classroom,6,P1,P1,education_classroom_data,high,teacher_student_membership_service_role_only,no,not_allowed_by_default,"classroom membership, teacher role, student owner, or service role",TBD,pending_owner_classification,false,1,1,sensitive_table_read_without_identity_predicate,SELECT,Restrict access by classroom membership and teacher role; prove non-members cannot read or write classroom artifacts.,anon_denied|non_member_denied|student_or_teacher_allowed|teacher_admin_allowed|service_role_allowed,Which actor can see student submissions?|Which teacher/admin role can manage the classroom?|Are any course catalog rows separate from student data?,supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:102
classroom_members,classroom,6,P1,P2,education_classroom_data,high,teacher_student_membership_service_role_only,no,not_allowed_by_default,"classroom membership, teacher role, student owner, or service role",TBD,pending_owner_classification,false,2,0,write_without_obvious_identity_predicate,INSERT|UPDATE,Restrict access by classroom membership and teacher role; prove non-members cannot read or write classroom artifacts.,anon_denied|non_member_denied|student_or_teacher_allowed|teacher_admin_allowed|service_role_allowed,Which actor can see student submissions?|Which teacher/admin role can manage the classroom?|Are any course catalog rows separate from student data?,supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:133|supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:138
monitoring_alerts,observability,7,P1,P1,observability_and_operational_logs,high,admin_reviewer_service_role_only,no,not_allowed_by_default,admin/reviewer role or service role,TBD,pending_owner_classification,false,6,5,anonymous_write_check|sensitive_table_read_without_identity_predicate|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,Restrict observability records to service-role/admin/reviewer roles; expose only redacted health summaries.,anon_denied|authenticated_non_admin_denied|admin_or_reviewer_allowed|service_role_allowed,Which operators or reviewers can inspect logs?|What redacted health summary can be public?|Which provider failure fields must never be public?,supabase/migrations/20250907110000_observability_tables.sql:36|supabase/migrations/20250918110000_advanced_services_tables.sql:170|supabase/migrations/20250918110000_advanced_services_tables.sql:173
rpc_errors,observability,7,P1,P1,observability_and_operational_logs,high,admin_reviewer_service_role_only,no,not_allowed_by_default,admin/reviewer role or service role,TBD,pending_owner_classification,false,2,2,sensitive_table_read_without_identity_predicate|unconditional_using_true,SELECT,Restrict observability records to service-role/admin/reviewer roles; expose only redacted health summaries.,anon_denied|authenticated_non_admin_denied|admin_or_reviewer_allowed|service_role_allowed,Which operators or reviewers can inspect logs?|What redacted health summary can be public?|Which provider failure fields must never be public?,supabase/migrations/20250907110000_observability_tables.sql:56
third_party_noise,observability,7,P1,P1,observability_and_operational_logs,high,admin_reviewer_service_role_only,no,not_allowed_by_default,admin/reviewer role or service role,TBD,pending_owner_classification,false,4,1,anonymous_write_check|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,Restrict observability records to service-role/admin/reviewer roles; expose only redacted health summaries.,anon_denied|authenticated_non_admin_denied|admin_or_reviewer_allowed|service_role_allowed,Which operators or reviewers can inspect logs?|What redacted health summary can be public?|Which provider failure fields must never be public?,supabase/migrations/20250907110000_observability_tables.sql:17|supabase/migrations/20250918110000_advanced_services_tables.sql:162|supabase/migrations/20250918110000_advanced_services_tables.sql:165
analysis_jobs,analysis_execution,8,P1,P1,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,5,2,anonymous_write_check|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT|UPDATE,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20250902184558_0004_jobs.sql:22|supabase/migrations/20250902184558_0004_jobs.sql:28|supabase/migrations/20250902184558_0004_jobs.sql:36
analysis_features,analysis_execution,8,P1,P1,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,4,2,anonymous_write_check|policy_grants_to_public_role|unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20250826_0001_init.sql:49|supabase/migrations/20250902184556_0002_write_policies.sql:17|supabase/migrations/20250902184557_0003_mvp_anon_insert.sql:18
multiplayer_participants,analysis_execution,8,P1,P2,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,2,0,unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20251006100000_realtime_features.sql:288|supabase/migrations/20251006100000_realtime_features.sql:292
multiplayer_sessions,analysis_execution,8,P1,P2,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,2,0,unconditional_using_true|write_without_obvious_identity_predicate,INSERT|SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20251006100000_realtime_features.sql:280|supabase/migrations/20251006100000_realtime_features.sql:284
circuit_breaker,analysis_execution,8,P1,P2,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20250906110000_add_retrieval_cache_ph4.sql:31
rate_limit_tracking,analysis_execution,8,P1,P2,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20250906140000_add_rate_limits.sql:21
real_time_events,analysis_execution,8,P1,P2,analysis_execution_and_public_beta_intake,medium_high,owner_service_role_only_with_public_status_exceptions,only_if_public_intake_or_redacted_status,pending_public_exception_review,"job owner, analysis owner, public status flag, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,"Route anonymous public-beta writes through edge functions, bind job reads/writes to owner or service-role, and expose only redacted public status.",anon_denied_private_jobs|public_intake_allowed_if_classified|unrelated_authenticated_denied|owner_allowed|service_role_allowed,Which public beta intake writes must remain anonymous?|What abuse controls and rate limits protect public intake?|Which job status fields can be safely exposed?,supabase/migrations/20251006100000_realtime_features.sql:270
assignment_submissions,public_catalog_candidates,9,P2,P2,education_classroom_data,high,teacher_student_membership_service_role_only,no,not_allowed_by_default,"assignment owner, classroom membership, teacher role, or service role",TBD,pending_owner_classification,false,1,0,write_without_obvious_identity_predicate,UPDATE,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Which teacher and student roles can see each submission?|Can submissions ever be shared outside the classroom?|Which service-role path grades or exports submissions?,supabase/migrations/20260430123000_fix_classroom_policy_recursion.sql:188
campaign_participants,public_catalog_candidates,9,P2,P2,campaign_participant_data,medium_high,campaign_member_owner_service_role_only,no,not_allowed_by_default,"campaign membership, participant owner, campaign owner, or service role",TBD,pending_owner_classification,false,1,0,write_without_obvious_identity_predicate,INSERT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Which campaign members can see participant records?|Can participant rows contain personal or organizational identifiers?|Which service path manages campaign membership changes?,supabase/migrations/20251005120000_competition_innovations.sql:425
cooperation_campaigns,public_catalog_candidates,9,P2,P2,campaign_coordination_data,medium_high,campaign_owner_member_service_role_with_published_summary_exception,only_if_explicitly_published_summary,pending_public_exception_review,"campaign owner, member role, publication status, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Are campaign records customer-private or public templates?|What publication flag makes a campaign summary public?|Which members can update campaign state?,supabase/migrations/20251005120000_competition_innovations.sql:421
domain_specific_patterns,public_catalog_candidates,9,P2,P3,public_catalog_candidate,medium,published_public_read_only_or_private_by_default,only_if_explicitly_published_read_only,pending_public_exception_review,"published flag, catalog owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Is this truly public catalog data or pilot/customer data?|What published flag authorizes public reads?|Should anonymous writes always be blocked?,supabase/migrations/20251006100000_realtime_features.sql:307
game_definitions,public_catalog_candidates,9,P2,P2,public_catalog_candidate,medium,published_public_read_only_or_private_by_default,only_if_explicitly_published_read_only,pending_public_exception_review,"published flag, catalog owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Is this truly public catalog data or pilot/customer data?|What published flag authorizes public reads?|Should anonymous writes always be blocked?,supabase/migrations/20250904_0010_extend_analysis_runs_for_audience.sql:108
marketplace_scenarios,public_catalog_candidates,9,P2,P3,public_catalog_candidate,medium,published_public_read_only_or_private_by_default,only_if_explicitly_published_read_only,pending_public_exception_review,"published flag, catalog owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Is this truly public catalog data or pilot/customer data?|What published flag authorizes public reads?|Should anonymous writes always be blocked?,supabase/migrations/20251213000000_eliminate_mock_data.sql:145
patterns,public_catalog_candidates,9,P2,P2,public_catalog_candidate,medium,published_public_read_only_or_private_by_default,only_if_explicitly_published_read_only,pending_public_exception_review,"published flag, catalog owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Is this truly public catalog data or pilot/customer data?|What published flag authorizes public reads?|Should anonymous writes always be blocked?,supabase/migrations/20250826_0001_init.sql:55
signaling_recommendations,public_catalog_candidates,9,P2,P2,advanced_strategy_output_data,high,owner_analysis_service_role_only,no,not_allowed_by_default,"analysis owner, strategy owner, authenticated creator, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Which strategic analysis owns each recommendation?|Can recommendations become public only through a publish workflow?|Which service path generates recommendation rows?,supabase/migrations/20251006100000_realtime_features.sql:302
tier_limits,public_catalog_candidates,9,P2,P3,public_catalog_candidate,medium,published_public_read_only_or_private_by_default,only_if_explicitly_published_read_only,pending_public_exception_review,"published flag, catalog owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Classify each table as public catalog or private pilot data; retain public reads only for explicitly published catalog rows and block anonymous writes.,anon_read_allowed_only_if_published|anon_write_denied|authenticated_write_denied_unless_owner|service_role_allowed,Is this truly public catalog data or pilot/customer data?|What published flag authorizes public reads?|Should anonymous writes always be blocked?,supabase/migrations/20251212100000_subscription_tiers.sql:225
entity_graph_edges,ontology_and_graph,10,P2,P2,ontology_and_derived_graph_data,medium_high,service_role_owner_or_published_reference_only,only_if_global_reference,pending_public_exception_review,"global reference status, customer-derived edge owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Separate globally public ontology references from customer-derived graph edges; require owner/service-role access for derived graph records.,anon_denied_private_graph|unrelated_authenticated_denied|owner_allowed_for_customer_edges|global_reference_allowed_if_classified|service_role_allowed,Which ontology rows are global reference data?|Which graph edges are customer-derived and private?|What publication state separates public references from private derived data?,supabase/migrations/20260501000100_ml_phase1_phase2_foundation.sql:236
entity_graph_nodes,ontology_and_graph,10,P2,P2,ontology_and_derived_graph_data,medium_high,service_role_owner_or_published_reference_only,only_if_global_reference,pending_public_exception_review,"global reference status, customer-derived edge owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Separate globally public ontology references from customer-derived graph edges; require owner/service-role access for derived graph records.,anon_denied_private_graph|unrelated_authenticated_denied|owner_allowed_for_customer_edges|global_reference_allowed_if_classified|service_role_allowed,Which ontology rows are global reference data?|Which graph edges are customer-derived and private?|What publication state separates public references from private derived data?,supabase/migrations/20260501000100_ml_phase1_phase2_foundation.sql:233
ontology_aliases,ontology_and_graph,10,P2,P2,ontology_and_derived_graph_data,medium_high,service_role_owner_or_published_reference_only,only_if_global_reference,pending_public_exception_review,"global reference status, customer-derived edge owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Separate globally public ontology references from customer-derived graph edges; require owner/service-role access for derived graph records.,anon_denied_private_graph|unrelated_authenticated_denied|owner_allowed_for_customer_edges|global_reference_allowed_if_classified|service_role_allowed,Which ontology rows are global reference data?|Which graph edges are customer-derived and private?|What publication state separates public references from private derived data?,supabase/migrations/20260501000100_ml_phase1_phase2_foundation.sql:209
ontology_entities,ontology_and_graph,10,P2,P2,ontology_and_derived_graph_data,medium_high,service_role_owner_or_published_reference_only,only_if_global_reference,pending_public_exception_review,"global reference status, customer-derived edge owner, or service role",TBD,pending_owner_classification,false,1,0,unconditional_using_true,SELECT,Separate globally public ontology references from customer-derived graph edges; require owner/service-role access for derived graph records.,anon_denied_private_graph|unrelated_authenticated_denied|owner_allowed_for_customer_edges|global_reference_allowed_if_classified|service_role_allowed,Which ontology rows are global reference data?|Which graph edges are customer-derived and private?|What publication state separates public references from private derived data?,supabase/migrations/20260501000100_ml_phase1_phase2_foundation.sql:206
